0.81472,0.16888,0.15381,-0.45307
0.90579,0.74517,0.96179,1.6975
0.12699,0.47713,0.87625,1.6105
0.91338,0.65344,0.48863,0.51258
0.63236,0.96658,0.40708,0.61062
0.09754,0.31303,0.12658,-0.16057
0.2785,0.076439,0.92543,1.3981
0.54688,0.79142,0.0055811,-0.36763
0.95751,0.36538,0.18639,-0.3529
0.96489,0.5851,0.32406,0.12861
0.15761,0.18334,0.050187,-0.40919
0.97059,0.076919,0.14454,-0.52609
0.95717,0.15366,0.72937,0.84586
0.48538,0.82688,0.48228,0.7538
0.80028,0.30096,0.33806,0.042028
0.14189,0.38388,0.23677,0.10416
0.42176,0.65075,0.45086,0.61999
0.91574,0.81737,0.18545,-0.07647
0.79221,0.76627,0.32425,0.25393
0.95949,0.37418,0.26397,-0.15423
0.65574,0.18986,0.83008,1.1573
0.035712,0.6465,0.69636,1.2758
0.84913,0.0036053,0.33354,-0.11861
0.93399,0.28289,0.58023,0.55431
0.67874,0.6386,0.28784,0.16495
0.75774,0.59207,0.26397,0.064566
0.74313,0.32529,0.2599,-0.080572
0.39223,0.98895,0.67708,1.3228
0.65548,0.12324,0.51983,0.42383
0.17119,0.73588,0.076754,-0.10383
0.70605,0.15662,0.055845,-0.59442
0.031833,0.43465,0.25873,0.1751
0.27692,0.83224,0.43993,0.71085
0.046171,0.35991,0.28429,0.21113
0.097132,0.076238,0.67877,0.96736
0.82346,0.55693,0.94958,1.523
0.69483,0.27393,0.77396,1.0574
0.3171,0.13205,0.63614,0.81999
0.95022,0.69965,0.75358,1.129
0.034446,0.4859,0.74682,1.3499
0.43874,0.18272,0.58603,0.69226
0.38156,0.10121,0.77306,1.1279
0.76552,0.20158,0.39249,0.10947
0.7952,0.13475,0.60529,0.56239
0.18687,0.32379,0.24743,0.095871
0.48976,0.95055,0.2902,0.37689
0.44559,0.53213,0.019333,-0.42958
0.64631,0.24769,0.34731,0.08692
0.70936,0.43728,0.1418,-0.26585
0.75469,0.66909,0.41153,0.43416
0.27603,0.5477,0.15307,-0.038075
0.6797,0.60905,0.82901,1.3596
0.6551,0.86313,0.7392,1.2535
0.16261,0.3807,0.09887,-0.17879
0.119,0.74896,0.82063,1.5887
0.49836,0.1567,0.22711,-0.15199
0.95974,0.058124,0.10694,-0.61423
0.34039,0.33971,0.66278,0.96883
0.58527,0.81718,0.95458,1.7738
0.22381,0.37755,0.81456,1.3822
0.75127,0.9726,0.62325,1.0422
0.2551,0.60532,0.32827,0.36099
0.50596,0.33824,0.27737,-0.006104
0.69908,0.92798,0.43438,0.61538
0.8909,0.89842,0.3503,0.35069
0.95929,0.85071,0.87776,1.5182
0.54722,0.25679,0.0061545,-0.61414
0.13862,0.2855,0.69645,1.1065
0.14929,0.77995,0.33806,0.51805
0.25751,0.7014,0.30498,0.39815
0.84072,0.49251,0.6481,0.85129
0.25428,0.96767,0.92115,1.8861
0.81428,0.47616,0.89307,1.3877
0.24352,0.99491,0.99718,2.0527
0.92926,0.49058,0.072884,-0.51258
0.34998,0.50345,0.12962,-0.14949
0.1966,0.76877,0.98157,1.9336
0.25108,0.38808,0.090242,-0.27235
0.61604,0.45326,0.68616,1.0028
0.47329,0.13285,0.92896,1.401
0.35166,0.75851,0.14182,-0.0041863
0.83083,0.56524,0.88442,1.3836
0.58526,0.64864,0.019762,-0.3997
0.54972,0.79806,0.34269,0.41165
0.91719,0.22045,0.23831,-0.28382
0.28584,0.85789,0.98456,1.9525
0.7572,0.90473,0.8466,1.505
0.75373,0.29202,0.79451,1.0399
0.38045,0.72587,0.90028,1.655
0.56782,0.33945,0.7801,1.134
0.075854,0.27268,0.83651,1.428
0.05395,0.17027,0.32109,0.20762
0.5308,0.66402,0.74275,1.2186
0.77917,0.53585,0.66449,0.90799
0.93401,0.82911,0.28918,0.17486
0.12991,0.26736,0.33737,0.26809
0.56882,0.17616,0.90864,1.3308
0.46939,0.43119,0.032251,-0.39422
0.011902,0.47566,0.69636,1.2305
0.33712,0.78522,0.20877,0.19778
0.16218,0.13065,0.82415,1.3413
0.79428,0.051356,0.21823,-0.31549
0.31122,0.62751,0.099642,-0.15058
0.52853,0.029088,0.61951,0.60527
0.16565,0.13619,0.10381,-0.36453
0.60198,0.69456,0.79906,1.3491
0.26297,0.51568,0.90293,1.6254
0.65408,0.54258,0.31251,0.20414
0.68921,0.80848,0.28159,0.26689
0.74815,0.79369,0.0067819,-0.41125
0.45054,0.50187,0.49587,0.60715
0.083821,0.27663,0.98848,1.7546
0.22898,0.11966,0.73794,1.1089
0.91334,0.8866,0.31072,0.24508
0.15238,0.97029,0.60041,1.2064
0.82582,0.94253,0.78168,1.3449
0.53834,0.63813,0.11153,-0.1895
0.99613,0.09059,0.57933,0.41071
0.078176,0.074708,0.87037,1.4019
0.44268,0.18245,0.68978,0.93448
0.10665,0.031688,0.24297,-0.016565
0.9619,0.72494,0.34272,0.21822
0.0046342,0.14416,0.54544,0.77115
0.77491,0.63593,0.067573,-0.34381
0.8173,0.78985,0.41045,0.43777
0.86869,0.56625,0.23751,-0.031777
0.084436,0.37741,0.48897,0.69322
0.39978,0.82159,0.80607,1.4909
0.25987,0.30488,0.37785,0.36027
0.80007,0.31937,0.51798,0.4862
0.43141,0.78498,0.094598,-0.11135
0.91065,0.50374,0.9091,1.4039
0.18185,0.261,0.20763,-0.064589
0.2638,0.73248,0.38206,0.60545
0.14554,0.16295,0.66028,0.96624
0.13607,0.92108,0.75837,1.5787
0.86929,0.22222,0.17307,-0.37313
0.5797,0.083609,0.51738,0.4173
0.54986,0.073702,0.99534,1.5316
0.14495,0.76955,0.70761,1.3236
0.85303,0.81768,0.080567,-0.27799
0.62206,0.74043,0.043308,-0.34278
0.35095,0.75825,0.49116,0.78584
0.51325,0.96119,0.4466,0.74263
0.40181,0.46642,0.4868,0.62986
0.075967,0.787,0.16589,0.15684
0.23992,0.42257,0.36066,0.35622
0.12332,0.94373,0.88072,1.7859
0.18391,0.0013144,0.74435,1.0057
0.23995,0.98127,0.41677,0.81
0.41727,0.57019,0.90735,1.6124
0.049654,0.34647,0.094307,-0.19781
0.90272,0.5575,0.18133,-0.23348
0.94479,0.29978,0.94659,1.3638
0.49086,0.15907,0.10085,-0.48419
0.48925,0.66526,0.38804,0.42547
0.33772,0.6842,0.28922,0.26706
0.90005,0.79241,0.073087,-0.37148
0.36925,0.34862,0.19461,-0.12258
0.1112,0.25007,0.41749,0.42413
0.78025,0.345,0.29293,-0.035857
0.38974,0.32863,0.70214,1.0561
0.24169,0.92749,0.23971,0.38212
0.40391,0.75607,0.95948,1.8047
0.096455,0.28824,0.30546,0.22695
0.13197,0.60618,0.15492,0.02545
0.94205,0.76603,0.55551,0.70196
0.95613,0.84615,0.79054,1.2697
0.57521,0.90198,0.44387,0.63397
0.05978,0.59571,0.99582,1.961
0.23478,0.068536,0.43659,0.35696
0.35316,0.21804,0.30444,0.11455
0.82119,0.86941,0.24651,0.10886
0.015403,0.41422,0.96083,1.7812
0.043024,0.66121,0.22288,0.25149
0.16899,0.78348,0.39561,0.64645
0.64912,0.24789,0.22452,-0.14769
0.73172,0.55443,0.27002,0.033126
0.64775,0.22959,0.41844,0.28147
0.45092,0.0069128,0.99774,1.508
0.54701,0.76664,0.91103,1.6633
0.29632,0.021833,0.55043,0.55991
0.74469,0.3931,0.59634,0.68943
0.18896,0.25254,0.079145,-0.30566
0.68678,0.20422,0.57664,0.56559
0.18351,0.66228,0.89817,1.7389
0.36848,0.91474,0.46331,0.79195
0.62562,0.0069025,0.3984,0.10137
0.78023,0.74642,0.10446,-0.24041
0.081126,0.79967,0.65224,1.2626
0.92939,0.9078,0.9917,1.7572
